"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf2d/graf/src/TAttImage.cxx","411","23","411","28"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPDF.cxx","2152","17","2152","30"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPDF.cxx","2156","17","2156","30"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TTeXDump.cxx","797","17","797","30"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TTeXDump.cxx","801","17","801","30"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TSVG.cxx","1798","16","1798","31"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TSVG.cxx","1800","16","1800","31"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPostScript.cxx","2880","24","2880","37"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPostScript.cxx","2884","24","2884","37"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPostScript.cxx","2672","24","2672","37"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf2d/postscript/src/TPostScript.cxx","2676","24","2676","37"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'long'.","/graf2d/x11/src/Rotated.cxx","1115","16","1115","54"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf2d/x11ttf/src/TGX11TTF.cxx","481","32","481","54"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf2d/x11ttf/src/TGX11TTF.cxx","482","25","482","47"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf2d/x11/src/GX11Gui.cxx","2628","41","2628","73"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloLegoOverlay.cxx","348","59","348","129"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve/src/TEveCaloData.cxx","855","26","855","62"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloData.cxx","870","24","871","119"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve/src/TEveCaloData.cxx","574","26","574","62"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloData.cxx","591","30","592","119"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","892","15","892","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","895","17","895","39"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","896","23","896","45"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","649","52","649","109"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","665","35","665","92"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","560","83","560","109"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveCaloLegoGL.cxx","572","85","572","111"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveProjectionAxesGL.cxx","386","113","386","140"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve/src/TEveProjectionAxesGL.cxx","386","144","386","172"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve7/src/REveCaloData.cxx","762","26","762","62"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve7/src/REveCaloData.cxx","777","24","778","119"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/eve7/src/REveCaloData.cxx","488","26","488","62"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/eve7/src/REveCaloData.cxx","505","30","506","119"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TCTUB.cxx","128","44","128","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TCTUB.cxx","139","44","139","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TTUBS.cxx","148","44","148","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TTUBS.cxx","157","44","157","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TSPHE.cxx","176","30","176","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TSPHE.cxx","177","30","177","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/g3d/src/TSPHE.cxx","178","30","178","34"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TSPHE.cxx","183","30","183","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TSPHE.cxx","184","30","184","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/g3d/src/TSPHE.cxx","185","30","185","34"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TTUBE.cxx","206","44","206","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'double'.","/graf3d/g3d/src/TTUBE.cxx","215","44","215","61"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/gl/src/TGLEventHandler.cxx","513","26","513","44"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/gl/src/TGLEventHandler.cxx","513","47","513","65"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLPadPainter.cxx","1075","50","1075","67"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLPadPainter.cxx","983","31","983","63"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLParametric.cxx","331","20","331","40"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLPlotPainter.cxx","1859","25","1859","65"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLPlotPainter.cxx","1885","25","1885","65"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLPlotPainter.cxx","1910","25","1910","65"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","1165","19","1165","25"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","718","17","718","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","645","17","645","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","579","17","579","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","504","17","504","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","266","24","266","42"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLSurfacePainter.cxx","283","27","283","33"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEFGT.cxx","126","15","126","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEFGT.cxx","127","16","127","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEFGT.cxx","81","15","81","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEFGT.cxx","82","16","82","23"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEAdapter.cxx","129","17","129","35"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TKDEAdapter.cxx","144","22","144","36"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf3d/gl/src/TX11GL.cxx","342","51","342","89"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TX11GL.cxx","351","31","351","69"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/graf3d/gl/src/TX11GL.cxx","469","46","469","70"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'unsigned long'.","/graf3d/gl/src/gl2ps.cxx","774","12","774","43"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'unsigned long'.","/graf3d/gl/src/gl2ps.cxx","778","12","778","43"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf3d/gl/src/gl2ps.cxx","535","38","535","60"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_t'.","/graf3d/gl/src/gl2ps.cxx","541","41","541","63"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLUtil.cxx","2827","19","2827","27"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/graf3d/gl/src/TGLUtil.cxx","2815","19","2815","27"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/graf3d/gviz3d/src/TStructViewerGUI.cxx","729","41","729","80"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'unsigned long'.","/graf3d/gviz3d/src/TStructViewer.cxx","227","59","227","81"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/gui/webgui6/src/TWebCanvas.cxx","1202","26","1202","38"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/gui/webgui6/src/TWebCanvas.cxx","1203","26","1203","42"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/gui/webgui6/src/TWebCanvas.cxx","1204","26","1204","48"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/gui/webgui6/src/TWebCanvas.cxx","1205","26","1205","51"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'unsigned long'.","/hist/hist/src/TBackCompFitter.cxx","471","26","471","42"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/hist/hist/src/TBackCompFitter.cxx","472","21","472","37"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'long long'.","/hist/hist/src/THnSparse.cxx","821","14","821","60"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TFormula.cxx","3368","21","3368","33"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5490","22","5490","40"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5492","28","5492","46"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5569","22","5569","51"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5571","28","5571","57"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5705","22","5705","28"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5707","28","5707","34"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5742","22","5742","33"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/hist/src/TH1.cxx","5744","28","5744","39"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'size_type'.","/hist/hist/src/TKDE.cxx","566","25","566","52"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'difference_type'.","/hist/hist/src/TKDE.cxx","567","83","567","110"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/histdrawv7/src/RHistDrawable.cxx","82","22","82","65"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/hist/histpainter/src/THistPainter.cxx","9081","23","9081","54"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/hist/histpainter/src/THistPainter.cxx","8868","23","8868","54"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'float' before it is converted to 'Double_t'.","/hist/histpainter/src/THistPainter.cxx","8662","23","8662","64"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'int' before it is converted to 'size_type'.","/hist/histpainter/src/THistPainter.cxx","5654","33","5654","49"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'type'.","/interpreter/llvm-project/clang/lib/AST/Expr.cpp","1140","52","1140","73"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'type'.","/interpreter/llvm-project/clang/lib/AST/OpenMPClause.cpp","804","7","804","53"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'uint64_t'.","/interpreter/llvm-project/clang/lib/CodeGen/CodeGenTypes.cpp","95","33","95","70"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'uint64_t'.","/interpreter/llvm-project/clang/utils/TableGen/SveEmitter.cpp","417","23","417","51"
"Multiplication result converted to larger type","A multiplication result that is converted to a larger type can be a sign that the result can overflow the type converted from.","warning","Multiplication result may overflow 'unsigned int' before it is converted to 'ScalarTy'.","/interpreter/llvm-project/llvm/include/llvm/Support/LowLevelTypeImpl.h","157","21","157","65"
